,tweet,label
2163,Hello bade bhaijAAN,neutral
2044,bhai kha ho,neutral
2798,Hii..Salman Bhai mai abhi se kah raha hun ki apki Bajarangi Bhaijaan hit film hai... Ap kya Kahte hain????,posiitve
2525,salman bhai sultan film ke shuts chalu hai abhi,neutral
2835,Aisay ha bhaiya bajrangi......,neutral
3233,as salam walekum salman g apke sab fan ko pata h k aal kavi v kisiko hrt nhi kar sakte ho allah se dua h k apko hr musibat se bachae or buri najar se v,posiitve
2769,hello chulbul ji..aye jaldi sbhi intazar kar kr rhe h apka,neutral
184,Modi g jaha bhi gaya apna jhanda gaar kar aya.,posiitve
217,Namaskar app ki vikash bahut achhi gurdev sab se achhi,posiitve
689,very very very very very very very very very very very very very very very very niceeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee and i loveeeeeeeeeeeeeeeeeeeeeeeeee uuuuuuuuuuuuuuuuuuuuuu bhai jaan,posiitve
280,modiji yehi voh desh hai jo hume aur mazbut banayenge,posiitve
1592,Dekte hi kayse hit karta hi film Salman is kamina,negative
3422,I'm wid u,posiitve
456,Bollywood bhi swachch kara do wo to abhi bhi nanga hi hai...,negative
1645,salman bhai sab aapko millna chahty hy but meko aap miloo ya na millo bass duaa dyna our aapke jyis meko bing human trust nikal na hy help me takee our bachho ko help kar sako mai bass duaa millaa,posiitve
3100,miss ho gya bhai,neutral
3636,tri maa ka choot,negative
3238,kya yar aap shaadi karlo na yar abhi to aapka jawani bhi khatam horahe hai,neutral
2795,"Bhai apki movie apka name pavan kumar ur mera real life m name h pawan kumar, toh m y movie dekhuga hi, motivate JO hona h, ek request h sir aap plz mere dp p like krdo plzz! Movie blockbuster hit toh pakki h!",posiitve
2320,bhaijan kaise ho??!?,neutral
2762,yeeeee bhai aaaa gaye,neutral
1053,Salman khan Bajrangi kutta maa ka lauda bhenchod,negative
1589,by by nhi aane wale salman,neutral
3761,Yar pooja kya ho gya ha aise bat ni krte,negative
1750,bhai jhut mat bol salman kha mere paas bethe he yaha delhi me ullu,neutral
1036,to tera matlb har bura kam karne vala aadmi musalman hota h Great thinking h bhai my midle finger salute u,negative
3573,bhai jan duaa hei k appki film sooper dooper hit ho.,posiitve
1581,Sir plz ek baar hmsbko hiiii to boldo sb wait krre h aap bat mt karo i know ki apke pas time nhi h pr sirf ek baar hmsbko hiiii boldo sir hm sb etne me hi khus hojaenge plz ek baar,neutral
1165,Aap sabki madad karte he meri friend ki help kar dije pliz,neutral
2370,Bhai kaha ho aajao,neutral
2474,Sayad bhai bz Honge is liye ni aaye bhaijaan aayenge jarur ek bar bhaijaan ne commitment kardi to kardi,neutral
2830,Fake fake ....fake ye fake h. Suna sabny,posiitve
3141,okk bhai bolo ku6..,neutral
1212,Kya bhai hum jab Bussy ho tab hi aap online honge..... plz hamara bhi socho..... night me sab free hote he.,neutral
3434,Salman gadi aaram se chlana ab wrna jai..l,neutral
726,bhai tum shahi ho,posiitve
3687,Salman ji sirf mera hai .....hai naa salman aur oss k lye main kuch b kar sakte ......,posiitve
1820,sir kase pata chalega aap online ho aap se baat kase karunga,neutral
3064,salmam ji kya hai aap rply nahi dai rahai ho. thoda dyan muj ko b dona plzzz,posiitve
2547,i luv u bhai. . .jo hate krte h plz msg na kre. . .becoz bhai ki olwys rite. . Wish u a bst lck #salman_bhai,neutral
3091,bhai ne to popat kar diya,negative
3024,Bhaijaan plz tell plz bhai one comment,posiitve
1949,Yeh 7 min toh khatam hi nhi hote. Aap kaha ho jaldi aa jao.,neutral
1042,Bhupender bro sahi keh rhe ho isse bada chtiya mene apni zindagi mai nhi dekha yahi hai chutiya no1,negative
3694,eid mobarak ho bhaijaan aap ko,posiitve
2789,lv u salman... schi m bat kroge kya sbse.. lv uuuuuuuuuuu sooooooooooo mch.......,posiitve
393,mission acchha hai bas lagu sahi se ho,posiitve
3622,Sala Kafir bahenchod dekhta hu teri movie kaise hit hoti hai . . . . . !,negative
2258,kaha ho bhaijaan...???,neutral
1022,Ye koun kutta bola,negative
696,Nice pic salman bhai aapne to sab ko diwana bana rakha hai,posiitve
1258,Kis time kal?,neutral
3457,? belive of course buddy...i believe in your heart ...hameshaa buddy hameshaaa....i love uuu <3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3 3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3 3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3 3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3 3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3 3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3 3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3,posiitve
2737,1hr se ziyada hogaya bhai ki khabr nai hai,neutral
1934,send naaa plZzzz,neutral
1296,"Aur Salman bhai apki hum apka movies nhi dekhne jainge,,, Q k apnea ussme wahiyaad bhagwan ka chalissa gaya ha jiska wajse Muslim ko sarminda hona padege,,,,, Pura mehena yani month ,, roza Namaz padne k baad ye sunnege,,, kya bhai apko koi aur movies nhi mila kya",negative
3703,bhai'great movie,posiitve
1985,Sir mai sab me se eak alag salg fan hu .Maine suna apka apharan huwa,neutral
3533,Tere lahor se mahga hamara gav h be ja apna kam kar,negative
3733,Mast hai bhaiiiii,posiitve
3275,Bummprrr hittt in saahALLAH....,posiitve
2445,"or kitni 4...,",neutral
475,ache se samjha ke chali gyi aur mai so gayi,neutral
2284,Sir it's 4.o6pm,neutral
3169,agr aana nhi tha to bolna jroori tha :(,negative
453,"Jaanma main bol rahi hu ki,tum mere twits dekho :/",posiitve
2671,Aaaaaaa jaaaaaoooooo bhaiiiiiiiiiiiiiiiiiii knha busy hooooo ham wait kr rhe h,neutral
1203,Ok sallu miy,neutral
763,mai tumhari jitni achhi nahi dikhti par tumse bhot achhi hun tumhari trah jhutte pyar ka natak nahi karti,negative
3364,sir aapse milne or baat krne ki bahut ekchh thi,posiitve
3825,bhai is best bhai aap ki film kamayab hogi only salman bhai,posiitve
875,ek dum tayyar,posiitve
1204,Bhaijaan muze aapke sath picture click karni hai.......love u bhaijaan.....,posiitve
1863,Oh ho kab bajega 4pm,neutral
355,Ek bar Bihar ko bhi dakhie,neutral
2443,Bhai maa aap ka sabse bada fan puri duniya mein aur bhai jodhpur sha ho,neutral
2935,Apne muje reply kiya to 'aj ki party meri taraf se',neutral
1922,abe tm log jyada chapad chapd kroge to bhai jaan chale jyenge bola n sb chup chap bhaitho ekdm shanti shanti shanti aankh bnd kr k no type any commnt sirf bhai ka dhyan lgao,neutral
2809,Bhaijaan abhi tho 5 baje h Aap jab free ho tab aa jana m tho puri rat Intzar Kar sakta hu... iam big fan,posiitve
2987,Agar Salman khan musalman h to allah se toba kare or apne gunaho ki mafi mange nhi to dunya me bhi usko koi jagah nhi milegi or aankhirat me bhi,negative
3269,Salman mera bacha tere naam se wo blue mark kider gyaaaaa,neutral
2834,Na kro yr cmnts plz frnds,posiitve
1089,"ab apko nice,gud,handsome etc bolke kya faida....Ei sab bohot chota word hai ap k liye.....ap mera fav actres ho pls Cl me on this nmbr....919593871431...<<<Agar ho sake to>>>..Pls...'''",posiitve
26,Mujhe gussa un saale hinduo par aata hai jo nasmjhi me modi ji ka virodh karte hain ..,negative
69,jaldi aa kar vyapam par kuch kijiye nahi 45 ke paar hattyayen pahuchne wali hai,negative
576,Abhi saheri Ka waqt bhi khatam nhi hua aur azaan hona bhi baaki hai,neutral
2155,pls bhai kuch btao ...BB ke bare me,neutral
3553,"Oye hoye kini khrab ldki ,request delete kr dii meriii",negative
325,Sir kya berojgaari ka koi illaj hai aapke paas,negative
3854,kr diya awsm yaat,neutral
2004,sir 2 mints left,neutral
704,Ye to hogi super supar hit dum hai to KOI TO ROOK LO,posiitve
880,is kutte ki filam dekhne koi bhi schha muslim nhi jayega,negative
2001,Hiiii.am ur big fan.i wnt ur photograph wid ur autograph.mera qustn apse h ki apki khubsurti ka raj kya h,neutral
2203,are wait kro jaruri thodi na hai 4 bje ka bola hai to 4 bje hi aaye,neutral
2530,Salman bhai...suna hai ap ko kamar k takleef hai..allah ap KO jald sihat yab kare..AMEEN SUMA AMEEN,neutral
2584,salman khan kamine kab ata tu chor lolz,negative
80,Jada ghumte mat raho hamlok ko madat karo hamar bare socho jara ham madat magte to mili nahi qq,negative
2683,Koi mujhe batayega ye fake news kisne dali,negative
2382,kya hua...bhaijaan....,neutral
1366,sab ka bhai hamara sallu bhai,posiitve
2151,4pm Salman kha ho,neutral
934,yes yes yes aap log sahi bolre ho,posiitve
3719,hurkuchhhhh ultimate ....blockbuster,posiitve
2911,Sab log sun lo salman bhai rat ke 10 bje aayenge,posiitve
407,"Aap jaisa PM har desh ko milna chahiye,jo apne desh ke future ke liye itni kadi mehnat karke aisi scheme launch kar rhe hai.AAPKO PRAMAAM HAI MERA PM JI.",posiitve
1582,Asslam walekum salam sir,neutral
3150,kaha hai salman,neutral
629,Nice pic kaise lagte ho aap itne handsome,posiitve
2368,Aa bhi jao ab itna late kyu kr rhe ho..wait kr rhi hu salmaaan sir ji plz kb aaoge online aajo aajo,neutral
201,Aap great ho modi ji aapki wajah se hamara sir fakar se ucha ho gaya dunia me jay ho,posiitve
3494,jay jay bajrngi bhai jaan,posiitve
3691,Muslman bolte huwe saram aa rahi hai,negative
3648,eid mubarak ho aap ek baar reply karye pls,posiitve
1012,aap Kavi hamare orissa me to aao,neutral
2440,SALMAN KHAN BHAI CHAR BAJGYE PAR PARTY ABI BAKI HAI,neutral
3467,mainu pura bharosha hai ki apki movie sare record tod degi,posiitve
3515,Nice meri jaan,posiitve
1921,kaha hai aap bhai#salman.....#juma mubarak ho......,neutral
681,Aaj tak par news sache hai plss reply ......Ansar,neutral
3606,Salman sir...<3,posiitve
3679,woowww! bajrangi bhaijaan superhit hogi... meri bhagwan se prarthna he ki yah film super-duperhit hogi...,posiitve
1879,reaally kia ye hosaktha hai Salman Khan,neutral
3768,Laga liya ji,neutral
2166,Beingsalmankhan................. Kaa haa ho yrr...... Aaiieytoh sahi :),neutral
562,Bhaijan main aapka baut bada fan ho i love u bhaijan jabtak bhaijan he taptak main ho,posiitve
1167,Assalamu alykum bhaijaan Eid mubarak ho bhai or aap bahut ache insaan ho good luck,posiitve
98,"Sir, Namaskar. Mai Bihar se hun aur aapka jabardash prasansak hu, Aap jo desh ke liye niswarth bav se kam kar rahe hai, aapko sadaib best p.m ke roop me jana jaega. salute to you sir.",posiitve
2679,sallu bhai...ek bar cl kr do bs....plz....,neutral
1701,Nice salu bhai,posiitve
3639,Ek Salman hazaaron mehaman...hahahahahah ....sabka haal ek jaisa bolo kya hoga???,posiitve
2741,Kabi nahe deka relpy wait mat karo,negative
731,musalman ho k... apne log ki baja rha h... ise flop kr do bhadwe ko...,negative
2932,OK bye bye lagta hai it's just fun .,neutral
3159,help meee salman khan,neutral
1570,Aslma alikum bhai jaan khan really hero salman khan,posiitve
29,Modi jigood preiminister hia,posiitve
3743,kya likhu han,neutral
1348,Hello salman baijaan main aap ka bhot bda fan hu Maine lagbag sari pictures dekhi hai,posiitve
1761,Hiiii sallu bhai.. .kaise h..bhaijaan...apne to kamal kr diya bollywood industry mei. .,posiitve
1940,kab kitna karaoge..wait,neutral
2906,hlo  salman sir,posiitve
1714,Bhai plzzzz jldi a jao,neutral
3461,Hii bajrangi bhai jaan,neutral
2890,Bhay ab mera net pack khatam hone aya he,posiitve
2714,tu hai k nhiii....tu hai k nhiii  <3,neutral
3551,Mene kitni bar smjhaya tha rat ko chashma mt nikala kro animals njr ate hye ap ko firr,negative
209,modi ji hame app per garv h lakin desh ka vikas tab hoga jab sabi bhartiyo ki soch Appke jaisi hogi,posiitve
724,Gr8....I love salman.....challenge bhi good or challenge dene vala bhi good........,posiitve
896,Sala kutta tera movi kon dekhe ga harami,negative
1946,7 mnt or,neutral
1122,yaaahi bhut bari party he ap ki taraaaf se,neutral
1579,Plz come pavan kumar chaturvaidi,neutral
1082,Bahut bahut badhai ho bhai jaan aapki aane wali flim me hum logo ka sabka subh kamnaye.he,posiitve
3385,Hlo sir kya aap kbhi mujhse baat krege kuchh hai jo aapse share krna chahti hu,neutral
3222,Kya hua tera wada...hmne to suna tha ki aap ek bar commentment kr dete ho to khud ki b nhi sunte bolo sallu bhai..kya hua. Aaj ka wada bat krne ka,neutral
2414,Salman bhai plz mene apna gf ko bola dat u vl Say hello 2 me plz mere ijjat uske sAmne bane rhe uske lye mujhe Hello Ajay bol diye na plzz apka pair parta ha,posiitve
2173,Sallu bhai mera tharafse ramzan mubarak ho,neutral
3086,bhai bhai bhai kaha ho,neutral
148,Ek naya itihas banayega Modi ji ka karyekaal.,posiitve
196,Lambe samay ke baad desh ko ek samarth n samarthyavan neta mila hai jo videsho me bhi lokpriya hai.,posiitve
147,Jai hind.mera desh mhan,posiitve
798,Muskurane ki waja tum ho,posiitve
1423,Wah good video salman bhai 100 like deta ho like like like like like like like like like like like like like like like like like like like like Luke,posiitve
3414,kya ho gyaa ?,neutral
769,hi bhai aap ki film super ho jaye bajrangi bhai jaan,posiitve
3205,Aap Kisi se bhi baat nahi karte ho,negative
455,kam hai khatm kar leti hun bad me bat karungi,neutral
3304,i jush hope k wo insaan jald se jald pkra jaye jisne yeh fake pic bnaya ....,negative
1606,bhai aap kahan hai,neutral
19,Wah sir g ab desh sahi hatho me gya h apko dekh kar aisa hi lagata h,posiitve
3772,i love salman sir mera no 7535964415 ap ka bahutt tagda fenss hu i love yy,posiitve
2674,Net pack khatam ho gaya..paytm se recharge karo..,neutral
2256,bhai bolo to sahi,neutral
2308,Aby bhai sarfaraz t hy dhoka nae dyga.,neutral
3409,wee belive u salman,posiitve
227,modi ke maki chooooooooth me mera booooooooooolaaaaaaaaaaaaaaa,negative
1213,Salame walekum .bajrangi bhaijan,neutral
1251,Ja kutte Teri movie koi nhi dekhega haram khor,negative
2214,aaiye na jaldi kabi tho time dijye janta pyar karne wallo ko.....,neutral
361,Home guard logo ki bhalaye karo pechele baad me bade bade kaam kerna.Chotta sa kaam kerdo pechele,posiitve
1788,bhaijaan kaha ho,neutral
272,Bapu g nirdhos h auko jaldi bahar lao,posiitve
2198,i hop ap reply jrur kroge..ap apne fans ka dil kbi nai todroge,neutral
77,Addd mee frnds,neutral
2492,yrrr aao na jaldi 4:14 bhi ho gye,neutral
1318,Bhaiii apko kisi ki jaan bacha hai siriyasli aap agar ye sms padh le to reply karna,neutral
1003,salman khan ek achhe enshan hai mere bhai hai,posiitve
137,"maharani laxmi bai, tatya tope , Subhas chandra bos , ajad , Bhagat etc are the true leaders",posiitve
2561,kya hua bhAi,neutral
2660,Kyun reply nahi karr rahe ho???,negative
3438,salman bhaiya aap shadi kab korogi? me apki shadi ki barat me jana chahta hu,neutral
680,Love u jend actor wo jo har lock mein sweet beautiful guineas hot sohran lagey osy khtey hain.,posiitve
169,May pm supar dupar nmo nmo,posiitve
2037,sirf ek Selfie lene hai aap ke sath,neutral
3799,Hlo sir kya aap kbhi mujhse baat krege kuch baat hai jo main aapse share krna chahti hu,posiitve
3068,Sallu bhai reply do na us ladki ko plz ye mera izzat ka sawal hai plz..plz..plz..,posiitve
1142,main to ab jaa hi nhi rha aur khin kal tk...yhi rahunga,neutral
2953,FAN ka teaser kaisa laga salman bhai,neutral
2265,lagat hai salman serf aapka he time qeemty hai hamara nahi?,neutral
1779,Bhai apse ek sawal aapne aaj tk apki ek bhi movie me apka real name kyu nii rakhe,neutral
1334,3.30 pm se bhai video chat karenge yaha pe sb question taiyar rakhna apne,neutral
2903,Direct baat salman khan sir ke sath wooooooooo,posiitve
2824,bhai apna time barabaad mat karo kisi ko koi rply nai milne wala,negative
1102,bhai party ke liye abke sab frnd tayar hain...!!,neutral
293,Sir reconnection ke liye fir se jaana pad sakta hai kya ?,neutral
3751,Agar tu asli mard ka bacha hoga toh jawab jarur dena,negative
3310,keep calm Salman bhaii....we r alwyzz wid uh...Salmania rockd...haters shockd....love uhhh bhai:-),posiitve
3339,Mere yeha ek ladka bhi nhi jayega movie dekhne,negative
802,bb ki liye toh maine already bol rakha hai abi se,neutral
2675,Fan k saath Aap majak toh nahi kar rahe hona?,negative
3838,Kon se duniya hai hai muslim bhai. Jo kafir hai usko acha oor great bolray hai,negative
3737,1 no trealir bhai,posiitve
311,sar aap se jaruri baat kar na he sar mera no 9747375375,neutral
2120,Bajrang bali ki jai,posiitve
2188,4 baj gye lekin bhai abhi gayab h,neutral
3036,lol admin atention seeker h jante bujhte post dala ki coment mile >_<,negative
3355,bb dekhenge pakka,neutral
3800,Mujhe bhi batao kya kuch ata hai apko Neeta V Raj,neutral
1430,Aapne aisa q kha salman ki aap bina muslmn ki apni pix hit kra doge,negative
3417,love uuuu sallluuuu,posiitve
2538,Sala.. Terko dusron k time ki kimat mi hai..,neutral
2079,salman 4 bja gye,neutral
178,Modi ji grat,posiitve
3119,Hiiiiiii salman sir,neutral
839,kuchh reply to dijiye salmaan bhai.. abhi fauran......,neutral
1265,Iam waiting bhaijaan,neutral
2764,Sub ko farig kro or mujh say baat krna plzzzzzzzz,neutral
2218,4 baz gye...ab to ajao mere bhai.. :-(,neutral
2434,bhai apka ghadi slow hai kya,neutral
2437,Salman best of luck for bajrangi bhaijan....iss baar bhi sare record tod degi...inshallah,posiitve
543,Sir aap mere lye mere roll model h ..mai aaapse hi inspire hokar aaj delhi police mai hu and logo ki help karta hu...kbhi aapse mila to vo mere lye bhagwan se milne k brabar hoga..,posiitve
1648,Super duper hit 22 ji,posiitve
3562,Salman vhai fata fati look,neutral
3401,Hi salman sir please apse marnese pehale ek echha he ki main pako samnese ekbar dekhu filmo me dakhahe lekin ajatak main apko reall me nahi dekha but apko aur apke family ko ramzan eid ki mubarakbad,neutral
252,Bhai ghumta rahio kaaam koi na kario,negative
3255,Muje apse shadi karni hai,neutral
1580,bhai 3.30 baj gaye hain...,neutral
3635,sb salman ko doshi kyu keh raha.khud ko sb dekho phle..duniya bs bhaukti hai,posiitve
3338,Sojaa yrr boor mtkr Alia Khan,neutral
917,Jai jai bajrang bali sallu bhai ek number,posiitve
2144,4 baj gaye bhai aab too aao naa plez,neutral
1431,inki film inkey naam pay chalti hai naam hi bahut hai superhit karaney kay liye,neutral
881,Haaa bhai hoooo gyi party aaj ki,neutral
2724,Tum jaan bhaijan ho ya gayab???,neutral
972,bahut pyaar h aap nhi samjhoge,posiitve
337,Ghen ke Lund apni bhen Chuda rha h randi ke,negative
3663,Salman Khan Bhai im wid u wid all ur movie? Inshallah ek baar nhi ..jitne baar ho sake utni baar jaoga bajrangi bhaijaan? baaki logo bhi yehi advice doonga..,posiitve
2471,mere pita ji bombay me rahte hai unhone ek bar aapse madad magi thi ek blood cancer k pationt ki madad ki aur aapne ki thi,neutral
2785,main superman salman ka fan,neutral
2999,bhai ka uper cmnt aya he,posiitve
3213,Salman bhai bada wala tharra Desi ka pike so gaye Heheheh,negative
2478,Aayenge salllu bhai jorror ayenge,neutral
3381,BiNa muslim Ki hit karke dikhyenge hm,neutral
1632,bhaijaan hum bht pareshan h ye sunkar ki apko kisine kidnap kia h ap plz ek baar rpl kariye na.... pls bhaijaan,posiitve
1495,Koun se page par hogi baat bhai koi soon RHA hay,neutral
160,Modi sir welcome aapko or hum aap jaise sir ki jarurat,posiitve
3335,"Tension nehi leneka vai,kuch bhi ho jaye,kuch bhi loog kahe hum hamesha aapke saath hay,ek aan,ek shaan ek hamara bhaai Jaan :*just waiting for Bajrangi Bhaaijaan :)Love and Respect From Bangladesh..............",posiitve
3604,Onliy dabang bhai,posiitve
1266,U owsum Salman bhai,posiitve
1295,Ahana Khan ignore thm thy wil never understand..... kuch bolo toh gaaliyan dena shuru kardenge jo hame islam sikaate hai,neutral
2002,Baat khtm krni hai ya khani suru soch lo :v,neutral
102,Respected sir aap aaj pure Bharat ki ummid ho ...ek naya savera aapne hi janta ko dikhaya he...ap dhup bhi nikaliye...,posiitve
500,Soch or bichar bhai ki tarah rahna chahiye,posiitve
846,Aap log bahot amir he aapke liye party karna aam baat he par un logo ka kya Jo aapna ilaj bhi nahi karva sakhte jese ke meri friend use apki help chahiye aor aap party kar rahe he aap uski khuch madad karde pliz,neutral
2192,Kisine mazak toh nai kiya,neutral
2896,Huhhh Watse our time ..... 3:30 se 4:00 Or ab tk ata pta nhi,negative
2736,"#Sallu_bhai mere ko prsnly msg kr do ek baar... Bhai #kuchh_khas hai aap ke lye,  whatsapp 8083503086",neutral
226,mene ap ke paas mail kiya hai mughhhhhe aap se answer chahiye,neutral
3274,3 bar dkhunga m theatre m jake bajrangi bhaijaan,posiitve
2356,Salman khan pagal hai,neutral
96,Is desh ko jarurat h guidelines ki Varna itani jayada aabadi ka desh world no.1 nahi ho sakta.jo vikas ke raste mai aata hai. Usko hamesha ke liye khatam kar do. Chahe wo koi party ho ya galat insan desh ko tarakki chahiye kisi bhi keemat par.,neutral
865,Bhai hamara naseeb kha hum aapke sath party kar sake,neutral
260,Modi ne kuch kiya ki nahi... wo pata nhi.. pr wo 5 sal me pura world jrur ghum kr aayega,negative
3295,Love love love salam bhai,posiitve
2990,Bhai je ram ram. Aur kaha ho 4 baj chuke h,posiitve
1813,Bhai aapke baare mein koi kuch bhi kahe hame kuch farak nahi padta aap hamare bhai ho allah aap ki movie ko super kare jumma mubarak bhai khuda hafiz,posiitve
107,sir aap kya cheez ho? kamal!!!!,posiitve
3146,Bhaijaan kidar ho,neutral
2395,Bhai roja ramdan me weit nhi karwate,neutral
327,Ye photographer thak gya h kya .. blurred photo aayi h ...,neutral
1238,True love to aisa hota hai jo kabhi uske aakho m aasu nhi dekh skta ho marna pitna to bhut dur ki baat h,neutral
856,Movie flop ham sab ke tarfse aap ko bhai mmubarak,negative
1758,Really kahi mai koi khwab to nhi dekh rhi dear salman :p,neutral
3045,Salman sir kahan.....h aap .aap to humse baat karne wale thai na,posiitve
1683,"salman ji aap bahut ache hero ho aur aap k har film dekhne me bahut ache lagte ho aur bhagwan se duwa karta hu ki aap k bhajrangi bhaijan india k liy sabse bada film hoga aap k liy i miss you salman ji,,,,,,,,,,,,,,,,,,,,,,,,",posiitve
210,AAJ mere desh ko anteraatma SE jaga hua honable PM mila,posiitve
3046,Bhai  acha mazzak banaya aap ne aaj :-W,posiitve
2065,it's 4'o clock,neutral
428,"Samsung galaxy Grand max 14000 Ka tha sale ke din 18000 Ka ho gaya , idr hum pagal nai behte hai sunlo company walon",negative
3063,plz ap prem patel ki help kijiye plzzzzz.,neutral
2688,Bhai ajao yaar,neutral
710,Bhadra hai sala,negative
2018,aaj ki party bhaijaan ki tarf se fb par,neutral
537,Bhar do jholi meri ya Muhammad mujhko salman sir. Se milado,posiitve
559,Mai jaanti agar tumne use shaadi Ki to WO mujhe tum he kabhi baat tak karne nhi degi mujhe pata hai aaj usko Meri zarurart hai to WO mujhe itna importants deri,negative
397,Sir ji namo namoHumari muskile kab door hogiKaushambi ki light aur road ka sudhar pichle 10 year se nahi hua,posiitve
936,chup baith zaleel tu musalman nahi hai aur tu ek c***tiya hai mada****d,negative
3791,happy eid(eid mubarak ho bajarangi bahijaan ),posiitve
3689,bhai vo bache ladki aapke sath kareena se jada cute lag rahahe.,posiitve
2,Arae sur jee pahelae hamare bharat ke bachho ka parao.... Firr vedesh may jao yaar,neutral
1829,Koi kitana bhi virodh kare hum movie Dekhenge...because hame pata hai ki salman sir sab dharmo ko manate hai support karte hai aur koi galat kam nahi kar sakte...love u salman sir,posiitve
1136,Salam lekum bhai jaan ramdan mubarak ho aap ko,posiitve
1502,aaj ki party Salman ki taraf se,neutral
1359,salam wah likhum bhaijaan,neutral
1480,"ami tomake khub valobasi, i love u bhai jan",posiitve
3496,mast movie hai Bhai,neutral
1572,Sir sare pagal ho jye gye jaldi aaa jao,neutral
3333,We dnt blv sch nonsense keep da gud wrk!!,neutral
2797,Salman Khan sir hame bajrangi bhaijaan me kya kuch new dekhne ko milega..?,posiitve
1594,Bhai mera nasm saaru h jaise aap ka sallu h,neutral
3115,App kise baat kar rahi ho,neutral
3580,Sir.sera ke bad me mai aapka bodygurd rhunga..,posiitve
1593,4pm baje karenge . direct baat mere saath . this is what bogg bosss siad rightly,neutral
520,looking soo handsm???,posiitve
3331,J'ai ho kay tym nahi Kaha tha appna,neutral
2892,Hihihi sab ko ullu bana raha he salman,neutral
3576,Looking hottt salman...,posiitve
1734,Omg aur 30 minuts..,neutral
1211,Akib Jawad TU SULTAN KO FLOP KARAYEGA TU ABE JA CHUTIYA JA TU YHA SE NHI TO THOK DUNGA,negative
555,apka fan ho bangladesh me plz cal sallu bhai met u +8801719447771 cal bhai,posiitve
703,Salman murda bad,negative
2698,Salman vai aap sadhi krlo plzzz...,neutral
533,sem 2 u,neutral
3366,Harami ki aulaad hai salman,negative
2881,Apki ek mve ko itni bheed me ladke tck lekar or dosto ki bheed leke 3 3 time mve dekne jata hu or ap ho ki...,posiitve
3156,acha sab ye btao bhai ka sbse bda fan kon hai,neutral
2202,ha bhai plzzz sab se pehle mere sath,neutral
3308,Aap ne aisa kaha ho ya na kaha ho i dont care but me Aap ka har ek movie dekhta hu dekhu ga aur hamesha dekh ta hi rahu ga. Love u bhai jaaannn..,neutral
2501,kamal karte ho panday ji hume bula kr khud hi gayaab .....,neutral
2489,Mujhko prr ek ehsan krna k mujhse kv shadi krne ko na kehna :),neutral
1692,bb will be huge blockbuster. aap jiyo hajaro saal.,posiitve
3766,Bhot sahi bhai... Bhai bhai.... :),posiitve
3581,Musalmano plz open ur eyes salman khan only naphrat ke layak hai,negative
1530,Bhai jaan ap kahi bhi ho jaldi hi wapas ajao meh bhagwan se dua kruga ap jaldi hi aao bhai,neutral
279,Enjoy krlo humare paise se ...world tour waw. .....,negative
416,paye kuppi puthe vichil,neutral
1712,phle to timing 3:30pm thi,neutral
2446,Arey saab apse to hmm ptivate mai milunga?,neutral
410,Bhai jo apno se dur ho toh unka toh yahi ek zariya hai touch me rehne ka,posiitve
2436,Salu bhai main tek hun ap suna wo kia kr rhy ho.,neutral
714,Sir Mera sapna hai ki mai aapse milu salman sir ek baar.pls Nagpur Me.,posiitve
2664,Watch kharaab hai kya apki???  :'( :'(,neutral
2219,Bhai 4 baj gaye kaha ho jaldi ao,neutral
1301,Sab ko Jana hai uper ok is liye apna dakho salman nahi aaya ga ok aur vo to dog hai na Muslim hai na Hindu hai na vo insan hai sif dog hai ok bye bye,neutral
3565,Salman bahi super duper hit hai meri dua hai apke sath L0ve u bahi,posiitve
3626,Salman tu reply q nhi kar raha please please,neutral
3121,tere se kaun baat karna chahata hai be jo khud musalman ho kar musalmano ki izzat nahi karta,negative
976,Teri party tujhe hi mubarak humare liye Allah hi kaafi h,neutral
1323,Haste raho haste raho,posiitve
1262,salam bhai app ke Roza kasa ja raha ap ka,neutral
1494,Superb salman bhai,posiitve
3563,good morening salaman bhai,neutral
3191,bhai aise karoge toh ham nhi jaynge dkhne bajrngi bhaijan,negative
171,Lega rhia purei takt k sath sbhi bharrt venseyo ki duaey ap k sath hai,posiitve
3351,BHAI SE BDA KOI SUPERSTAR NHI H DUNIYA ME,posiitve
2431,Bhai ap nai ayenge tab-tak natural call bhi accept nai karunga??,neutral
1414,Kamaal karte ho pandey jii ? ? ?,neutral
70,Salute you sir app bahut mehnat karte hai,posiitve
1939,ME AAPKA BHOT BHOT BHOT Bd fan hun,neutral
2254,sayed app busy ho..kohi bat nhi hum samj te he,neutral
